CAS #	Substance Name	Retired CAS #s	Incorrect CAS #s
552-30-7	5-Isobenzofurancarboxylic acid, 1,3-dihydro-1,3-dioxo-	2088100-85-8, 28605-64-3, 68864-89-1, 70425-46-6, 928770-37-0	
1563-66-2	7-Benzofuranol, 2,3-dihydro-2,2-dimethyl-, 7-(N-methylcarbamate)		
1047-16-1	Quino[2,3-b]acridine-7,14-dione, 5,12-dihydro-	2370770-65-1, 323179-22-2, 39362-27-1, 42612-56-6, 59537-56-3, 63440-25-5, 65381-35-3, 67051-64-3, 67053-84-3, 790240-46-9, 87397-48-6, 942621-44-5	
151183-32-3	Benzene, 1,2-dimethyl-, polypropene derivs., sulfonated, mixed with sulfonated benzene polypropene derivs., calcium salts		
2372-45-4	1-Butanol, sodium salt (1:1)		
33703-08-1	Hexanedioic acid, 1,6-diisononyl ester	1980026-53-6, 609809-50-9	
127-18-4	Ethene, 1,1,2,2-tetrachloro-		
4635-87-4	3-Pentenenitrile		
40164-69-0	Acetamide, 2-chloro-N-(chloromethyl)-N-(2,6-diethylphenyl)-		
79-41-4	2-Propenoic acid, 2-methyl-	1338439-16-9, 2023788-71-6, 2278236-99-8, 463311-95-7, 562836-84-4	
16883-83-3	1,2-Benzenedicarboxylic acid, 1-[2,2-dimethyl-1-(1-methylethyl)-3-(2-methyl-1-oxopropoxy)propyl] 2-(phenylmethyl) ester		
95-47-6	Benzene, 1,2-dimethyl-		
105-45-3	Butanoic acid, 3-oxo-, methyl ester		
630-08-0	Carbon monoxide	153929-54-5, 155399-52-3, 162342-48-5, 167416-30-0, 18421-60-8, 192819-80-0, 1976049-23-6, 201230-82-2, 724693-69-0, 740776-49-2, 807306-74-7, 82063-46-5	
2373-38-8	Butanedioic acid, 2-sulfo-, 1,4-bis(1,3-dimethylbutyl) ester, sodium salt (1:1)		
68938-96-5	Benzene, phenoxytetrapropylene-		
111-76-2	Ethanol, 2-butoxy-	107461-82-5, 161279-90-9	
9003-29-6	Butene, homopolymer	11121-22-5, 42612-15-7, 52012-58-5, 9037-04-1	
70983-72-1	Fatty acids, C5-10, esters with dipentaerythritol		
553-26-4	4,4'-Bipyridine		
105-52-2	2-Butenedioic acid (2Z)-, 1,4-bis(1,3-dimethylbutyl) ester		
127-19-5	Acetamide, N,N-dimethyl-		
68951-39-3	1,2-Benzenedicarboxylic acid, C4-13-branched alkyl esters	68955-80-6	
1569-01-3	2-Propanol, 1-propoxy-		
58782-15-3	1,4-Benzenedicarboxylic acid, 1,4-dimethyl ester, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl)	131756-63-3, 150378-13-5, 151997-17-0, 153700-37-9, 88077-81-0, 92940-52-8	
9003-35-4	Formaldehyde, polymer with phenol	101484-09-7, 1017595-08-2, 103598-71-6, 103735-96-2, 104041-95-4, 104041-96-5, 104708-68-1, 105634-75-1, 1061634-82-9, 1061635-06-0, 1061635-92-4, 11120-43-7, 11138-48-0, 111565-41-4, 111566-49-5, 112955-72-3, 113255-58-6, 113355-90-1, 113451-34-6, 114013-78-4, 114512-96-8, 115566-67-1, 115727-60-1, 1161834-65-6, 1187363-80-9, 119166-75-5, 123896-31-1, 124365-50-0, 125524-52-9, 12619-76-0, 126879-05-8, 1276683-17-0, 12773-09-0, 12773-11-4, 12773-12-5, 12773-14-7, 12798-23-1, 128415-73-6, 130501-39-2, 135151-82-5, 137398-63-1, 139690-92-9, 163649-32-9, 1642140-70-2, 165039-55-4, 171402-43-0, 1715945-24-6, 172307-85-6, 174593-62-5, 1820793-16-5, 1821114-17-3, 1881245-15-3, 2015955-55-0, 2086293-81-2, 2131748-14-4, 2180992-35-0, 2247367-03-7, 2374152-29-9, 2378867-57-1, 2413933-00-1, 2417799-49-4, 3075234-35-1, 37187-19-2, 37191-60-9, 37209-25-9, 37211-56-6, 37218-05-6, 37260-15-4, 37281-00-8, 37281-33-7, 37291-51-3, 37328-79-3, 37331-31-0, 37331-34-3, 37336-53-1, 37339-83-6, 50642-82-5, 50642-83-6, 50809-13-7, 50809-44-4, 50922-32-2, 51108-93-1, 51358-41-9, 51426-07-4, 51540-79-5, 51812-00-1, 51888-99-4, 53237-77-7, 53523-20-9, 53571-85-0, 53800-73-0, 53986-85-9, 54174-24-2, 545434-92-2, 55126-07-3, 55126-53-9, 55799-50-3, 57608-76-1, 57851-91-9, 58250-18-3, 58318-30-2, 59029-77-5, 59764-46-4, 60476-15-5, 60617-31-4, 61162-32-1, 61840-47-9, 62996-09-2, 63799-27-9, 64093-71-6, 65035-27-0, 65324-69-8, 65381-55-7, 65430-77-5, 67775-26-2, 67775-27-3, 67775-28-4, 67775-29-5, 68040-01-7, 69073-18-3, 69106-52-1, 69279-87-4, 69345-00-2, 69494-40-2, 69772-46-9, 70226-36-7, 70323-28-3, 72270-48-5, 73560-33-5, 73699-75-9, 777071-53-1, 842143-46-8, 9038-25-9, 9048-48-0, 9048-61-7, 9049-60-9, 9050-10-6, 9050-11-7, 9050-66-2, 9073-89-6, 9079-79-2, 9082-36-4, 9082-37-5, 9087-36-9, 9087-71-2, 95032-38-5, 96230-44-3, 97599-27-4, 99401-12-4	
1569-69-3	Cyclohexanethiol		
68512-62-9	Residues (petroleum), light vacuum		
111-77-3	Ethanol, 2-(2-methoxyethoxy)-	1552323-12-2	
105-53-3	Propanedioic acid, 1,3-diethyl ester	145601-68-9	
3194-55-6	Cyclododecane, 1,2,5,6,9,10-hexabromo-	23774-70-1	
95-48-7	Phenol, 2-methyl-		
68512-63-0	Benzene, ethenyl-, distn. residues		
630-20-6	Ethane, 1,1,1,2-tetrachloro-		
58823-09-9	Phosphonic acid, P-[2-[[(2-chloroethoxy)(2-chloroethyl)phosphinyl]oxy]ethyl]-, bis(2-chloroethyl) ester	85323-98-4	
111-78-4	1,5-Cyclooctadiene	1552-12-1	
64-02-8	Glycine, N,N'-1,2-ethanediylbis[N-(carboxymethyl)-, sodium salt (1:4)	50809-35-3, 70699-53-5, 8013-51-2, 8023-21-0, 97928-93-3	
127-39-9	Butanedioic acid, 2-sulfo-, 1,4-bis(2-methylpropyl) ester, sodium salt (1:1)		
82451-48-7	1,6-Hexanediamine, N1,N6-bis(2,2,6,6-tetramethyl-4-piperidinyl)-, polymer with 2,4-dichloro-6-(4-morpholinyl)-1,3,5-triazine	196696-80-7, 206559-67-3	
1066-35-9	Silane, chlorodimethyl-		
79-46-9	Propane, 2-nitro-	104306-46-9	
554-12-1	Propanoic acid, methyl ester		
1571-08-0	Benzoic acid, 4-formyl-, methyl ester	1365387-11-6	
105-56-6	Acetic acid, 2-cyano-, ethyl ester	1427280-50-9	
9003-53-6	Benzene, ethenyl-, homopolymer	105270-05-1, 1083095-63-9, 110866-50-7, 11120-46-0, 1160710-79-1, 1187742-34-2, 1191987-17-3, 1192452-81-5, 120037-99-2, 120534-26-1, 1227265-55-5, 124229-31-8, 124229-48-7, 12627-11-1, 1263545-74-9, 130243-06-0, 131495-39-1, 132827-43-1, 1360862-30-1, 137262-45-4, 1397706-69-2, 1415127-06-8, 1415263-61-4, 1430218-84-0, 144637-93-4, 1462855-56-6, 149212-19-1, 155197-45-8, 157243-21-5, 157929-02-7, 1609008-94-7, 161776-45-0, 1620621-58-0, 1623021-11-3, 1633667-53-4, 1636918-11-0, 1691258-69-1, 171022-02-9, 171022-09-6, 172641-48-4, 172867-64-0, 1858177-20-4, 1887074-77-2, 1916433-35-6, 2015955-53-8, 2035446-93-4, 2058269-38-6, 2093331-60-1, 2093331-64-5, 219782-52-2, 2197947-17-2, 25038-60-2, 260975-79-9, 2751703-37-2, 2766186-63-2, 2766186-66-5, 2766186-70-1, 359762-95-1, 360046-70-4, 373601-20-8, 39470-87-6, 40494-15-3, 441772-62-9, 471865-10-8, 487021-46-5, 51609-83-7, 51609-87-1, 52932-49-7, 53112-49-5, 53986-84-8, 54578-24-4, 54596-41-7, 55128-06-8, 55465-00-4, 56451-72-0, 56748-62-0, 57657-06-4, 58033-91-3, 60120-16-3, 60328-46-3, 60880-98-0, 61584-89-2, 61584-90-5, 63849-49-0, 644984-36-1, 666836-48-2, 726192-11-6, 730985-59-8, 78354-47-9, 81834-12-0, 851588-70-0, 852837-17-3, 86090-91-7, 9044-64-8, 9055-91-8, 937162-73-7, 98444-30-5	
111-82-0	Dodecanoic acid, methyl ester	409108-19-6	
69806-40-2	Propanoic acid, 2-[4-[[3-chloro-5-(trifluoromethyl)-2-pyridinyl]oxy]phenoxy]-, methyl ester	114180-25-5, 86510-80-7	
95-49-8	Benzene, 1-chloro-2-methyl-		
40292-82-8	Neodecanoyl chloride		
127-51-5	3-Buten-2-one, 3-methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-		
16909-78-7	Methanone, [2-hydroxy-4-(2-hydroxyethoxy)phenyl]phenyl-	776323-59-2	
1572-52-7	Pentanedinitrile, 2-methylene-		
68603-84-9	Carboxylic acids, C5-9	51109-46-7	
28472-97-1	Nonanedioic acid, 1,9-diisodecyl ester		
111-84-2	Nonane	875820-94-3	
105-59-9	Ethanol, 2,2'-(methylimino)bis-	214210-41-0, 511262-76-3, 944314-72-1	
151911-58-9	Benzene, mono-C12-13-branched alkyl derivs., fractionation bottoms		
631-61-8	Acetic acid, ammonium salt (1:1)	1066-32-6, 2376994-75-9, 2602663-38-5, 2987152-52-1, 8013-61-4, 856326-79-9, 858824-31-4, 92206-38-7	
9003-55-8	Benzene, ethenyl-, polymer with 1,3-butadiene	103018-34-4, 1078141-00-0, 110563-51-4, 123584-62-3, 123997-48-8, 1282615-71-7, 1282615-74-0, 1354483-40-1, 148388-44-7, 151030-85-2, 155123-82-3, 160338-90-9, 1625669-24-0, 1625672-32-3, 1852489-36-1, 1906874-28-9, 1906874-29-0, 1914169-94-0, 198352-23-7, 2081177-34-4, 2102723-45-3, 2225106-30-7, 2243396-45-2, 2244531-71-1, 2353388-17-5, 252031-61-1, 325787-03-9, 39470-75-2, 51568-96-8, 51568-97-9, 515844-57-2, 53124-27-9, 56422-11-8, 57829-19-3, 60327-98-2, 80236-62-0, 80236-63-1, 80236-64-2, 80236-65-3, 81406-92-0, 82028-80-6, 850728-14-2, 85947-40-6, 876407-67-9, 876407-98-6, 87915-64-8, 89771-18-6, 910218-20-1, 91261-65-3	
6375-47-9	Acetamide, N-(3-amino-4-methoxyphenyl)-		
64-17-5	Ethanol	121182-78-3, 8000-16-6, 8024-45-1	
151911-57-8	Benzene, mono-C12-13-branched alkyl derivs.		
108083-43-8	Gases (petroleum), extractive, C4-6, isopentene-rich, reaction products with methanol, byproducts from		
13826-35-2	Benzenemethanol, 3-phenoxy-	185532-86-9	
28473-21-4	Nonanol		
111-85-3	Octane, 1-chloro-		
111-86-4	1-Octanamine	191113-89-0	
105-60-2	2H-Azepin-2-one, hexahydro-	117955-36-9, 168214-28-6, 2953-03-9, 32838-21-4, 32838-23-6, 34876-18-1	
7659-86-1	Acetic acid, 2-mercapto-, 2-ethylhexyl ester	32885-07-7	
68512-91-4	Hydrocarbons, C3-4-rich, petroleum distillates		
40372-72-3	3,16-Dioxa-8,9,10,11-tetrathia-4,15-disilaoctadecane, 4,4,15,15-tetraethoxy-	1033193-70-2, 1351508-69-4, 154836-48-3, 189257-97-4, 224045-74-3, 2923322-23-8, 3072936-58-1, 727395-70-2, 862469-02-1, 908238-15-3	
105-62-4	9-Octadecenoic acid (9Z)-, 1,1'-(1-methyl-1,2-ethanediyl) ester	254972-89-9	
108083-44-9	Gases (petroleum), extractive, C4-6, isopentene-rich, reaction products with methanol, ether fraction, hydrogenated, cracked, isopentene fraction		
22031-33-0	Propanenitrile, 3-[[2-(acetyloxy)ethyl]phenylamino]-	161356-12-3	
95-50-1	Benzene, 1,2-dichloro-		
127-68-4	Benzenesulfonic acid, 3-nitro-, sodium salt (1:1)	55945-59-0	
64-18-6	Formic acid	1016316-60-1, 67382-92-7, 8006-93-7, 82069-14-5	
68122-86-1	Imidazolium compounds, 4,5-dihydro-1-methyl-2-nortallow alkyl-1-(2-tallow amidoethyl), Me sulfates	101841-01-4, 137012-52-3, 173431-98-6, 37213-86-8, 58206-61-4, 68390-65-8, 68609-70-1, 68919-89-1	
6381-61-9	1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, ammonium salt (1:1)	128-43-8	
79-92-5	Bicyclo[2.2.1]heptane, 2,2-dimethyl-3-methylene-	565-00-4	
152007-82-4	Glycine, N,N-bis[2-[(carboxymethyl)amino]ethyl]-, potassium salt (1:?)		
105-64-6	Peroxydicarbonic acid, C,C'-bis(1-methylethyl) ester	1415121-31-1	
111-87-5	1-Octanol	220713-26-8	
2386-87-0	7-Oxabicyclo[4.1.0]heptane-3-carboxylic acid, 7-oxabicyclo[4.1.0]hept-3-ylmethyl ester	1403253-45-1, 1403490-03-8, 1872260-35-9, 37042-87-8	
111-88-6	1-Octanethiol		
555-31-7	2-Propanol, aluminum salt (3:1)	12343-27-0, 1514907-01-7, 1621347-64-5, 188398-62-1, 1884272-31-4, 2091912-80-8, 2364366-09-4, 245654-30-2, 2677740-34-8, 301192-92-7, 3025983-10-9, 3067996-78-2, 358732-16-8, 365494-41-3, 51796-09-9, 78423-41-3, 856761-21-2, 95797-38-9	
1067-53-4	2,5,7,10-Tetraoxa-6-silaundecane, 6-ethenyl-6-(2-methoxyethoxy)-	1108196-61-7, 1637457-78-3, 1887095-48-8, 2231320-04-8, 59250-02-1, 609347-89-9, 947734-83-0	
69834-17-9	Benzene, decylphenoxy-		
22042-96-2	Phosphonic acid, P,P',P'',P'''-[[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-, sodium salt (1:?)	103333-75-1, 291513-78-5, 92481-35-1	
68513-02-0	Naphtha (petroleum), full-range coker		
6381-77-7	D-erythro-Hex-2-enonic acid, .gamma.-lactone, sodium salt (1:1)	8003-96-1	
64-19-7	Acetic acid	1053656-97-5, 1173022-32-6, 71-50-1, 77671-22-8	
632-79-1	1,3-Isobenzofurandione, 4,5,6,7-tetrabromo-	72625-95-7	
68513-03-1	Naphtha (petroleum), light catalytic reformed, arom.-free	101316-77-2	
79-94-7	Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-	107719-55-1, 108608-60-2, 110670-65-0, 124779-54-0, 131891-38-8, 186673-39-2, 224951-26-2, 30496-13-0, 51253-31-7, 7300-23-4, 76341-26-9	
111-90-0	Ethanol, 2-(2-ethoxyethoxy)-		
95-51-2	Benzenamine, 2-chloro-	108-42-9	
9004-34-6	Cellulose	1161712-52-2, 12656-52-9, 137261-76-8, 1374408-52-2, 152231-69-1, 1621420-37-8, 1873279-80-1, 189398-86-5, 196316-75-3, 209533-95-9, 2095812-59-0, 2243384-02-1, 2243384-04-3, 231290-83-8, 2409008-33-7, 2618568-52-6, 2799647-31-5, 324745-49-5, 358787-62-9, 39394-43-9, 51395-76-7, 58968-67-5, 61991-21-7, 61991-22-8, 67016-75-5, 67016-76-6, 68073-05-2, 70225-79-5, 74623-16-8, 75398-83-3, 77907-70-1, 84503-75-3, 89468-66-6, 9012-19-5, 9037-50-7, 906542-14-1, 9076-30-6, 99331-82-5	
127-91-3	Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-	23089-32-9	
82707-43-5	1,4-Benzenedicarboxylic acid, polymer with 1,2-ethanediol, by-products from, polymers with diethylene glycol, maleic anhydride, phthalic anhydride and propylene glycol		
105-67-9	Phenol, 2,4-dimethyl-		
328-84-7	Benzene, 1,2-dichloro-4-(trifluoromethyl)-		
68513-04-2	Nitriles, C14-18 and C16-18-unsatd.	68855-95-8	
79-96-9	Phenol, 4,4'-(1-methylethylidene)bis[2-(1,1-dimethylethyl)-		
555-75-9	Ethanol, aluminum salt (3:1)	1091602-92-4, 112388-36-0, 139984-22-8, 2042146-96-1, 2421253-43-0, 2649783-88-8, 2835-42-9, 82948-46-7, 858823-96-8	
6386-38-5	Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester	137754-49-5, 88731-45-7, 96956-57-9	
64-67-5	Sulfuric acid, diethyl ester	182115-04-4, 98503-29-8	
329-01-1	Benzene, 1-isocyanato-3-(trifluoromethyl)-		
68513-11-1	Fuel gases, hydrotreater fractionation, scrubbed		
95-53-4	Benzenamine, 2-methyl-		
111-91-1	Ethane, 1,1'-[methylenebis(oxy)]bis[2-chloro-		
28519-02-0	Benzenesulfonic acid, dodecyl(sulfophenoxy)-, sodium salt (1:2)		
1070-00-4	Aluminum, trioctyl-		
1585-07-5	Benzene, 1-bromo-4-ethyl-		
68952-17-0	Glycols, C5-6, 1,6-hexanediol manuf.		
68855-24-3	Benzene, C14-30-alkyl derivs.		
105-76-0	2-Butenedioic acid (2Z)-, 1,4-dibutyl ester	193362-56-0, 220713-30-4, 57343-98-3, 77223-90-6, 79725-21-6	
68513-13-3	Fuel gases, thermal cracked catalytic cracking residue		
128-04-1	Carbamodithioic acid, N,N-dimethyl-, sodium salt (1:1)	122544-46-1, 165724-02-7, 191490-26-3, 8000-96-2	
68513-12-2	Fuel gases, saturate gas unit fractionater-absorber overheads		
68855-34-5	Formaldehyde, reaction products with calcium hydroxide, dodecylphenol, methylamine and sulfur		
68513-14-4	Gases (petroleum), catalytic reformed straight-run naphtha stabilizer overheads		
111-92-2	1-Butanamine, N-butyl-	1357848-56-6	
28553-12-0	1,2-Benzenedicarboxylic acid, 1,2-diisononyl ester	105009-97-0, 41375-91-1, 58033-90-2	
1592-23-0	Octadecanoic acid, calcium salt (2:1)	105478-11-3, 1287721-17-8, 169526-51-6, 177771-85-6, 2137046-46-7, 37325-26-1, 720663-69-4, 7490-87-1, 8000-75-7	
80-05-7	Phenol, 4,4'-(1-methylethylidene)bis-	137885-53-1, 1429425-26-2, 146479-75-6, 27360-89-0, 28106-82-3, 37808-08-5	
95-54-5	1,2-Benzenediamine		
68513-16-6	Gases (petroleum), hydrocracking depropanizer off, hydrocarbon-rich		
68513-15-5	Gases (petroleum), full-range straight-run naphtha dehexanizer off		
634-66-2	Benzene, 1,2,3,4-tetrachloro-	95-94-3	
128-37-0	Phenol, 2,6-bis(1,1-dimethylethyl)-4-methyl-	102962-45-8, 1394965-02-6, 1456709-94-6, 1847425-90-4, 2055662-96-7, 259752-53-9, 290348-23-1, 338986-13-3, 36631-28-4, 42615-30-5, 50356-19-9, 50641-99-1, 52683-46-2, 53571-70-3, 58500-82-6, 83047-16-9, 97123-41-6	
16958-92-2	Hexanedioic acid, 1,6-ditridecyl ester	946168-44-1, 946168-47-4	
330-54-1	Urea, N'-(3,4-dichlorophenyl)-N,N-dimethyl-	102962-29-8, 127641-75-2, 150825-44-8, 201749-62-4, 2097333-87-2, 330-55-2, 56449-18-4	
111-96-6	Ethane, 1,1'-oxybis[2-methoxy-	142939-39-7, 54631-70-8, 70992-86-8	
68513-17-7	Gases (petroleum), light straight-run naphtha stabilizer off		
13863-31-5	Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-[(2-hydroxyethyl)methylamino]-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, sodium salt (1:2)		
68952-33-0	Tar acids, cresylic, C8-rich, phosphates		
95-55-6	Phenol, 2-amino-		
4719-04-4	1,3,5-Triazine-1,3,5(2H,4H,6H)-triethanol	252849-78-8, 63310-09-8	
80-07-9	Benzene, 1,1'-sulfonylbis[4-chloro-	109-87-5, 85228-26-8, 916849-48-4	
68513-19-9	Gases (petroleum), reformer effluent low-pressure flash drum off		
9004-70-0	Cellulose, nitrate	124362-83-0, 1339-76-0, 152264-12-5, 1610892-19-7, 188626-79-1, 2001537-63-7, 2166122-28-5, 2245235-30-5, 2245235-31-6, 2414146-27-1, 246848-29-3, 2704570-50-1, 3051909-13-5, 3051909-30-6, 3051909-34-0, 353274-56-3, 37228-31-2, 37317-48-9, 60649-57-2, 72026-64-3, 72026-68-7, 8050-69-9, 8050-70-2, 88386-25-8, 909342-54-7	
111-97-7	Propanenitrile, 3,3'-thiobis-		
68227-46-3	Propanoic acid, 2-hydroxy-, compd. with 2-ethylhexyl N-[3-[[[2-(dimethylamino)ethoxy]carbonyl]amino]-4-methylphenyl]carbamate (1:1)		
68513-18-8	Gases (petroleum), reformer effluent high-pressure flash drum off		
68604-39-7	Fatty acids, C8-18 and C18-unsatd., Me esters, distn. residues		
68952-35-2	Tar acids, cresylic, Ph phosphates		
112-00-5	1-Dodecanaminium, N,N,N-trimethyl-, chloride (1:1)	108779-79-9, 1392044-09-5, 37293-08-6, 37380-56-6, 59680-23-8, 62395-69-1, 71061-07-9, 769136-50-7	
68855-45-8	Phenol, dodecyl-, sulfurized, calcium salts		
128-39-2	Phenol, 2,6-bis(1,1-dimethylethyl)-	50356-17-7	
9004-77-7	Poly(oxy-1,2-ethanediyl), .alpha.-butyl-.omega.-hydroxy-	125148-46-1, 203801-18-7, 2239303-52-5, 32241-62-6, 50820-10-5, 50985-12-1, 548466-88-2, 57244-91-4, 90736-95-1	
2402-79-1	Pyridine, 2,3,5,6-tetrachloro-		
34090-76-1	1,3-Isobenzofurandione, tetrahydro-5-methyl-		
1599-67-3	1-Docosene		
67700-99-6	Amines, di-C14-18-alkylmethyl		
80-09-1	Phenol, 4,4'-sulfonylbis-	280144-23-2, 98388-00-2	
556-61-6	Methane, isothiocyanato-	1800084-95-0	
112-02-7	1-Hexadecanaminium, N,N,N-trimethyl-, chloride (1:1)	129290-73-9, 139272-33-6, 146909-27-5, 2124222-94-0, 217468-43-4, 53023-95-3, 79728-63-5	
59118-78-4	9-Octadecenoic acid (9Z)-, 2-mercaptoethyl ester		
128-44-9	1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, sodium salt (1:1)	1792234-08-2, 38279-26-4	
112-03-8	1-Octadecanaminium, N,N,N-trimethyl-, chloride (1:1)	101203-69-4, 11121-28-1, 1309573-20-3, 137261-63-3, 184921-65-1, 204529-20-4, 2156618-92-5, 60976-70-7, 62132-46-1, 8028-21-5, 80702-43-8	
80-10-4	Benzene, 1,1'-(dichlorosilylene)bis-	155684-38-1	
40601-76-1	1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris[[4-(1,1-dimethylethyl)-3-hydroxy-2,6-dimethylphenyl]methyl]-	1338721-68-8, 1357193-26-0, 1839155-96-2	
1603-41-4	2-Pyridinamine, 5-methyl-		
68855-58-3	Alkenes, C10-16 .alpha.-		
67701-02-4	Fatty acids, C14-18	8045-38-3	
65-85-0	Benzoic acid	2244876-11-5, 331473-08-6, 8013-63-6	
112-05-0	Nonanoic acid	2243464-06-2	
67701-03-5	Fatty acids, C16-18	1000206-53-0, 1051372-93-0, 1338-46-1, 1588986-68-8, 176435-16-8, 2102098-08-6, 2135640-81-0, 2368179-17-1, 2841692-14-4, 39390-60-8, 52051-63-5, 67255-22-5, 736166-71-5, 7722-21-6, 8000-11-1, 8034-56-8, 8034-57-9, 8034-58-0, 8037-82-9, 8043-36-5	
556-67-2	Cyclotetrasiloxane, 2,2,4,4,6,6,8,8-octamethyl-	104986-37-0, 117563-66-3, 1257661-59-8, 83874-62-8	
9004-82-4	Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(dodecyloxy)-, sodium salt (1:1)	1014689-13-4, 11121-04-3, 113096-26-7, 115284-60-1, 115402-27-2, 116958-77-1, 119764-46-4, 124124-10-3, 12627-22-4, 12627-23-5, 1269763-95-2, 128835-50-7, 1307693-64-6, 131015-92-4, 1335-73-5, 134364-63-9, 136752-27-7, 1422159-09-8, 1467719-83-0, 150502-17-3, 152157-39-6, 156107-97-0, 157481-33-9, 1691242-43-9, 170006-55-0, 171544-36-8, 181434-79-7, 185461-11-4, 199605-58-8, 2131044-85-2, 214976-60-0, 216958-79-1, 221041-96-9, 2250420-04-1, 236428-70-9, 256225-57-7, 263568-54-3, 306291-75-8, 32057-62-8, 336794-32-2, 37325-23-8, 39390-84-6, 39450-08-3, 42504-27-8, 507487-64-1, 51059-21-3, 53663-56-2, 56572-89-5, 57762-43-3, 57762-59-1, 577977-94-7, 649569-38-0, 66747-17-9, 73651-68-0, 74349-47-6, 76724-02-2, 83589-81-5, 865812-37-9, 868601-22-3, 923025-18-7, 951330-36-2, 95508-27-3, 98112-64-2	
68855-59-4	Alkenes, C14-18 .alpha.-	2136578-31-7	
40630-63-5	1-Octanesulfonyl fluoride		
80-15-9	Hydroperoxide, 1-methyl-1-phenylethyl	79568-78-8	
128-63-2	Pyrene, 1,3,6,8-tetrabromo-	2364454-63-5	
67701-05-7	Fatty acids, C8-18 and C18-unsatd.	67762-28-1	
68855-60-7	Alkenes, C14-20 .alpha.-		
106-14-9	Octadecanoic acid, 12-hydroxy-	1629856-01-4, 36377-33-0, 78642-86-1, 8039-23-4, 860114-96-1	
112-07-2	Ethanol, 2-butoxy-, 1-acetate		
95-63-6	Benzene, 1,2,4-trimethyl-		
68604-71-7	Imidazolium compounds, 1-[2-(2-carboxyethoxy)ethyl]-1(or 3)-(2-carboxyethyl)-4,5-dihydro-2-norcoco alkyl, hydroxides, disodium salts	1000377-59-2, 68604-72-8, 68919-41-5	
67701-06-8	Fatty acids, C14-18 and C16-18-unsatd.	67762-29-2	
72162-15-3	1-Decene, sulfurized		
13889-92-4	Carbonochloridothioic acid, S-propyl ester		
556-82-1	2-Buten-1-ol, 3-methyl-	135146-66-6	
9004-96-0	Poly(oxy-1,2-ethanediyl), .alpha.-[(9Z)-1-oxo-9-octadecen-1-yl]-.omega.-hydroxy-	103939-39-5, 12772-84-8, 12789-13-8, 1341-62-4, 1356488-85-1, 1393489-61-6, 141927-22-2, 1422656-94-7, 187620-03-7, 1887122-56-6, 2227246-29-7, 2227246-32-2, 2411663-23-3, 3043514-26-4, 37223-98-6, 37223-99-7, 37330-99-7, 39316-40-0, 41139-27-9, 52504-20-8, 55126-82-4, 55945-62-5, 67775-15-9, 8013-78-3, 8051-25-0, 82905-19-9, 9007-68-5, 914926-86-6	
72162-23-3	Nitric acid, reaction products with cyclododecanol and cyclododecanone, by-products from, high-boiling fraction		
636-53-3	1,3-Benzenedicarboxylic acid, 1,3-diethyl ester		
67701-08-0	Fatty acids, C16-18 and C18-unsatd.	2380206-65-3, 67762-31-6, 8034-55-7	
67701-07-9	Fatty acids, C16 and C18-unsatd.		
95-65-8	Phenol, 3,4-dimethyl-		
28629-66-5	Zinc, bis(O,O-diisooctyl phosphorodithioato-.kappa.S,.kappa.S')-	189356-85-2, 28675-67-4, 879633-76-8	
83488-05-5	Alkenes, C15-20 .alpha.-, mixed with lard oil, vegetable oil residues and vegetable oil residues Me esters, sulfurized, polymd.		
9004-98-2	Poly(oxy-1,2-ethanediyl), .alpha.-(9Z)-9-octadecen-1-yl-.omega.-hydroxy-	115453-13-9, 126879-46-7, 1436687-35-2, 145613-04-3, 150139-07-4, 158453-78-2, 159131-59-6, 1687727-36-1, 16979-47-8, 170516-63-9, 191549-76-5, 2170465-61-7, 2387676-16-4, 289035-26-3, 3009014-41-6, 31586-45-5, 31899-57-7, 32054-74-3, 32236-19-4, 37230-81-2, 37260-66-5, 37317-52-5, 37332-04-0, 37332-05-1, 37336-10-0, 37336-11-1, 37370-70-0, 39384-39-9, 50957-68-1, 51888-74-5, 52440-04-7, 52452-85-4, 52627-03-9, 53124-83-7, 54351-97-2, 58056-96-5, 58857-52-6, 61276-84-4, 647858-18-2, 65431-57-4, 726175-59-3, 79586-81-5, 8013-81-8, 8036-15-5, 8036-16-6, 80701-83-3, 82601-23-8, 9007-63-0, 930296-27-8	
67701-09-1	Fatty acids, C8-18 and C18-unsatd., potassium salts	67762-49-6	
80-26-2	3-Cyclohexene-1-methanol, .alpha.,.alpha.,4-trimethyl-, 1-acetate	104806-93-1, 10581-37-0, 21090-64-2	
